date,description,kind,lat,lng
2006-04-06,,c,40.800728997,-73.950637475
2006-04-08,,c,40.674528847,-73.878038101
2006-04-08,,c,40.664416386,-73.891022091
2006-04-09,,c,40.848167359,-73.842182071
2006-04-09,,c,40.666949891,-73.929908711
2006-04-10,,c,40.655244,-73.959780431
2006-04-10,,c,40.588130525,-74.166156916
2006-04-11,,c,40.640335005,-74.169133466
2006-04-11,,c,40.779824676,-73.956343555
2006-04-12,,c,40.638451227,-73.952141114
2006-04-14,,c,40.65969545,-73.906733634
2006-04-14,,c,40.821733046,-73.904761434
2006-04-15,,c,40.814901468,-73.947718757
2006-04-15,,c,40.710401748,-74.000225081
2006-04-16,,c,40.84939095,-73.914549808
2006-04-17,,c,40.648335283,-74.085566761
2006-04-17,,c,40.706988414,-73.767450757
2006-04-17,,c,40.826036645,-73.889261503
2006-04-19,,c,40.667099762,-73.932676944
2006-04-19,,c,40.619976468,-74.077324752
2006-04-20,,c,40.710697315,-73.774709618
2006-04-21,,c,40.671168243,-73.909688025
2006-04-22,,c,40.848701366,-73.90328063
2006-04-22,,c,40.673109995,-73.969441869
2006-04-22,,c,40.762242784,-73.885635006
2006-04-23,,c,40.814741816,-73.922516885
2006-04-24,,c,40.612789048,-73.994977011
2006-04-25,,c,40.671899755,-73.9840388
2006-04-25,,c,40.832629336,-73.941460452
2006-04-25,,c,40.855923722,-73.927092379
2006-04-26,,c,40.72020055,-73.742389837
2006-04-26,,c,40.668637618,-73.957259839
2006-04-27,,c,40.675462547,-73.74695731
2006-04-28,,c,40.64481289,-73.896700749
2006-04-28,,c,40.824032509,-73.904024668
2006-05-01,,c,40.868708085,-73.900738687
2006-05-01,,c,40.812620226,-73.946893272
2006-05-02,,c,40.853998853,-73.934880776
2006-05-03,,c,40.806477325,-73.946439422
2006-05-03,,c,40.875976079,-73.865540532
2006-05-04,,c,40.84574613,-73.911117237
2006-05-05,,c,40.64760567,-73.883719777
2006-05-05,,c,40.663524315,-73.950933646
2006-05-06,,c,40.806304584,-73.936018325
2006-05-07,,c,40.668060279,-73.89874828
2006-05-07,,c,40.669208611,-73.789946653
2006-05-08,,c,40.852854438,-73.907023079
2006-05-09,,c,40.747498003,-73.85624674
2006-05-10,,c,40.786619605,-73.840146824
2006-05-10,,c,40.820276273,-73.896009285
2006-05-12,,c,40.533190797,-74.237692552
2006-05-13,,c,40.717666871,-73.992223874
2006-05-14,,c,40.662360243,-73.95708364
2006-05-14,,c,40.831393403,-73.906839868
2006-05-14,,c,40.663321591,-73.903747666
2006-05-16,,c,40.836678228,-73.915596087
2006-05-16,,c,40.637609267,-73.970517431
2006-05-16,,c,40.83673199,-73.867654453
2006-05-17,,c,40.851507714,-73.883822395
2006-05-20,,c,40.822331386,-73.936689402
2006-05-20,,c,40.80781623,-73.913866273
2006-05-20,,c,40.818741576,-73.927826788
2006-05-20,,c,40.866683734,-73.92405803
2006-05-20,,c,40.691526617,-73.812291263
2006-05-21,,c,40.740451228,-73.994595702
2006-05-21,,c,40.820369696,-73.938132846
2006-05-22,,c,40.700212288,-73.787710329
2006-05-23,,c,40.747727515,-74.006320872
2006-05-23,,c,40.598335791,-73.945349643
2006-05-24,,c,40.807606223,-73.937180229
2006-05-25,,c,40.843990042,-73.904892212
2006-05-25,,c,40.702077615,-73.779809594
2006-05-26,,c,40.789310287,-73.973837651
2006-05-26,,c,40.820003074,-73.918009014
2006-05-27,,c,40.577537672,-73.997384355
2006-05-27,,c,40.862184568,-73.923144894
2006-05-27,,c,40.68453746,-73.869099491
2006-05-27,,c,40.644225174,-73.882086103
2006-05-27,,c,40.641684984,-74.017459435
2006-05-28,,c,40.661591545,-73.938575659
2006-05-28,,c,40.671578264,-73.940891634
2006-05-29,,c,40.682670555,-73.961945228
2006-05-29,,c,40.817473083,-73.898156068
2006-05-29,,c,40.799998559,-73.956615663
2006-05-30,,c,40.671624086,-73.925289503
2006-05-30,,c,40.79985145,-73.952458505
2006-05-31,,c,40.871217188,-73.8891718
2006-06-01,,c,40.684940672,-73.932449806
2006-06-01,,c,40.841286215,-73.863583126
2006-06-02,,c,40.679766692,-73.852906353
2006-06-02,,c,40.858394817,-73.892996194
2006-06-03,,c,40.750512873,-73.948047194
2006-06-04,,c,40.898289941,-73.853866044
2006-06-04,,c,40.790538868,-73.941183273
2006-06-04,,c,40.653452078,-73.936388355
2006-06-04,,c,40.859811261,-73.905791443
2006-06-08,,c,40.666269707,-73.959564715
2006-06-08,,c,40.825012109,-73.914133073
2006-06-09,,c,40.819366438,-73.88870176
2006-06-09,,c,40.815376202,-73.941775483
2006-06-09,,c,40.820778078,-73.954586063
2006-06-10,,c,40.821994641,-73.823846385
2006-06-10,,c,40.830860412,-73.902887392
2006-06-12,,c,40.865262434,-73.896416174
2006-06-13,,c,40.641939543,-73.95840838
2006-06-15,,c,40.673914696,-73.868680524
2006-06-18,,c,40.834022279,-73.853472371
2006-06-18,,c,40.752433721,-73.914941264
2006-06-18,,c,40.588680566,-73.789303436
2006-06-18,,c,40.821256099,-73.955716613
2006-06-18,,c,40.676339293,-73.909547632
2006-06-18,,c,40.787513816,-73.946064667
2006-06-19,,c,40.837862341,-73.929566028
2006-06-19,,c,40.644475191,-73.909634068
2006-06-21,,c,40.609776567,-73.750613393
2006-06-21,,c,40.829392231,-73.890878366
2006-06-21,,c,40.67224558,-73.936374036
2006-06-22,,c,40.887919101,-73.825208779
2006-06-23,,c,40.648724517,-73.921383526
2006-06-23,,c,40.710146841,-73.944518542
2006-06-23,,c,40.634181214,-73.919332595
2006-06-23,,c,40.811424085,-73.927726348
2006-06-23,,c,40.646331289,-73.958654288
2006-06-23,,c,40.672531217,-73.941903786
2006-06-24,,c,40.659752388,-73.874277016
2006-06-24,,c,40.821736332,-73.89286726
2006-06-24,,c,40.659752388,-73.874277016
2006-06-25,,c,40.686618114,-73.794142978
2006-06-26,,c,40.706105618,-73.747107896
2006-06-27,,c,40.679002252,-73.869986448
2006-06-28,,c,40.852932365,-73.915561003
2006-06-28,,c,40.838550909,-73.909399374
2006-06-28,,c,40.690248988,-73.948187901
2006-06-28,,c,40.821592616,-73.941036595
2006-06-29,,c,40.707579078,-73.796732905
2006-06-30,,c,40.795814831,-73.937101065
2006-06-30,,c,40.751867952,-73.981023956
2006-06-30,,c,40.684650824,-73.957768786
2006-06-30,,c,40.751867952,-73.981023956
2006-07-01,,c,40.816122327,-73.897757119
2006-07-02,,c,40.83308866,-73.916305306
2006-07-03,,c,40.596027283,-73.939604596
2006-07-04,,c,40.785708004,-73.946542795
2006-07-05,,c,40.811946866,-73.906592535
2006-07-05,,c,40.697387734,-73.941618866
2006-07-05,,c,40.832773975,-73.894096197
2006-07-05,,c,40.880802011,-73.859271018
2006-07-07,,c,40.596287392,-73.996681454
2006-07-08,,c,40.635850644,-74.135506191
2006-07-09,,c,40.672880145,-73.923691086
2006-07-09,,c,40.703442209,-73.740503394
2006-07-09,,c,40.747709736,-73.875431939
2006-07-10,,c,40.729809601,-73.991096741
2006-07-12,,c,40.708431616,-73.787024087
2006-07-12,,c,40.753333263,-73.867628848
2006-07-12,,c,40.828691071,-73.908354064
2006-07-13,,c,40.795854994,-73.945935114
2006-07-14,,c,40.80226862,-73.944246716
2006-07-14,,c,40.696634612,-73.951136475
2006-07-14,,c,40.696634612,-73.951136475
2006-07-15,,c,40.846791676,-73.907389381
2006-07-15,,c,40.903111788,-73.842984915
2006-07-16,,c,40.659006507,-73.925555929
2006-07-16,,c,40.694715308,-73.974390448
2006-07-17,,c,40.739013587,-73.860400465
2006-07-17,,c,40.810297536,-73.945489891
2006-07-18,,c,40.677251245,-73.779891562
2006-07-18,,c,40.689541156,-73.84683771
2006-07-18,,c,40.702662808,-73.788896312
2006-07-18,,c,40.702662808,-73.788896312
2006-07-19,,c,40.822442509,-73.864871886
2006-07-19,,c,40.819095837,-73.942852488
2006-07-20,,c,40.659508643,-73.921197813
2006-07-21,,c,40.687631639,-73.92532926
2006-07-22,,c,40.684308007,-73.92163363
2006-07-22,,c,40.686335012,-73.834755096
2006-07-22,,c,40.788855131,-73.944257948
2006-07-22,,c,40.575442769,-73.987794763
2006-07-22,,c,40.673504591,-73.951553578
2006-07-22,,c,40.740308565,-74.0038266
2006-07-23,,c,40.80221173,-73.967796945
2006-07-24,,c,40.625874389,-74.164172266
2006-07-24,,c,40.657344075,-73.875755653
2006-07-24,,c,40.86906069,-73.902242259
2006-07-24,,c,40.813897919,-73.899534336
2006-07-26,,c,40.665253855,-73.875124537
2006-07-26,,c,40.677080076,-73.912704795
2006-07-26,,c,40.69891879,-73.930769489
2006-07-26,,c,40.870235382,-73.887159498
2006-07-27,,c,40.667754977,-73.922691234
2006-07-28,,c,40.6648658,-73.92024709
2006-07-28,,c,40.843852757,-73.936824333
2006-07-28,,c,40.670667125,-73.875644318
2006-07-29,,c,40.828672713,-73.943989719
2006-07-30,,c,40.683910855,-73.960938562
2006-07-30,,c,40.831005149,-73.928109797
2006-08-01,,c,40.639114103,-74.079941206
2006-08-01,,c,40.84356594,-73.87984253
2006-08-04,,c,40.800977082,-73.953176474
2006-08-05,,c,40.592600805,-73.76154795
2006-08-06,,c,40.688593153,-73.804471232
2006-08-06,,c,40.591470106,-73.993048697
2006-08-07,,c,40.696656583,-73.945077921
2006-08-08,,c,40.757119045,-73.880911685
2006-08-08,,c,40.84960877,-73.932615127
2006-08-08,,c,40.657826599,-73.903820469
2006-08-09,,c,40.66618898,-73.905971188
2006-08-09,,c,40.707905558,-73.907849241
2006-08-09,,c,40.666778376,-73.92349981
2006-08-10,,c,40.77416407,-73.984880805
2006-08-11,,c,40.847901846,-73.896038388
2006-08-11,,c,40.66151555,-73.910580561
2006-08-13,,c,40.668453355,-73.94958545
2006-08-13,,c,40.848724157,-73.907646935
2006-08-13,,c,40.692344532,-73.929885622
2006-08-15,,c,40.834825825,-73.915977882
2006-08-16,,c,40.684911427,-73.92945355
2006-08-16,,c,40.684911427,-73.92945355
2006-08-16,,c,40.796213706,-73.93378879
2006-08-18,,c,40.663786772,-73.88990933
2006-08-18,,c,40.852095535,-73.892796674
2006-08-19,,c,40.821733046,-73.904761434
2006-08-19,,c,40.821733046,-73.904761434
2006-08-20,,c,40.661395459,-73.918903206
2006-08-20,,c,40.675765604,-73.90277795
2006-08-21,,c,40.732883813,-73.99230148
2006-08-21,,c,40.641304344,-73.955331574
2006-08-22,,c,40.856924271,-73.896682208
2006-08-22,,c,40.671096151,-73.923858951
2006-08-23,,c,40.854068298,-73.915049873
2006-08-24,,c,40.889854823,-73.831221977
2006-08-25,,c,40.870041281,-73.903112197
2006-08-25,,c,40.788564258,-73.782333129
2006-08-27,,c,40.842254636,-73.940674937
2006-08-27,,c,40.633118413,-73.886202157
2006-08-27,,c,40.830702032,-73.922039379
2006-08-27,,c,40.855179165,-73.891280689
2006-08-27,,c,40.867483777,-73.897403372
2006-08-28,,c,40.818504014,-73.93950386
2006-08-30,,c,40.629057823,-74.100165083
2006-08-30,,c,40.643822852,-74.081799005
2006-08-30,,c,40.643822852,-74.081799005
2006-08-31,,c,40.687882565,-73.792119822
2006-08-31,,c,40.665843685,-73.913671117
2006-09-02,,c,40.627294339,-74.155637762
2006-09-03,,c,40.651115823,-73.952517637
2006-09-03,,c,40.693901297,-73.952267195
2006-09-04,,c,40.890443645,-73.848078344
2006-09-04,,c,40.667249565,-73.935441585
2006-09-04,,c,40.674244443,-73.948697832
2006-09-04,,c,40.748178997,-73.872836143
2006-09-05,,c,40.855589815,-73.902377735
2006-09-07,,c,40.683795588,-73.883703545
2006-09-08,,c,40.80904637,-73.946401231
2006-09-08,,c,40.818439599,-73.92348083
2006-09-10,,c,40.865311166,-73.919681325
2006-09-10,,c,40.666095187,-73.895863961
2006-09-10,,c,40.666095187,-73.895863961
2006-09-10,,c,40.70556573,-73.738875689
2006-09-11,,c,40.653674996,-73.96278707
2006-09-13,,c,40.67374001,-73.956863621
2006-09-14,,c,40.656001766,-73.904356504
2006-09-14,,c,40.688725348,-73.961422531
2006-09-14,,c,40.692082658,-73.948550685
2006-09-14,,c,40.703132795,-74.013713824
2006-09-16,,c,40.7191635,-73.808822379
2006-09-16,,c,40.852496158,-73.895676963
2006-09-16,,c,40.689111202,-73.945058895
2006-09-17,,c,40.850934432,-73.942716695
2006-09-17,,c,40.676506162,-73.942920589
2006-09-18,,c,40.654952417,-73.958000222
2006-09-18,,c,40.709313125,-73.793286573
2006-09-19,,c,40.679284397,-73.92905931
2006-09-19,,c,40.642103028,-73.948639667
2006-09-19,,c,40.624522962,-73.938116247
2006-09-19,,c,40.834823614,-73.902690079
2006-09-20,,c,40.849651826,-73.904229879
2006-09-20,,c,40.68888229,-73.871402315
2006-09-21,,c,40.870140948,-73.888840951
2006-09-23,,c,40.653009068,-73.957882516
2006-09-23,,c,40.841405872,-73.86974496
2006-09-23,,c,40.817961441,-73.84601468
2006-09-23,,c,40.885449566,-73.844896371
2006-09-24,,c,40.625911345,-74.076373376
2006-09-24,,c,40.849255969,-73.910288431
2006-09-24,,c,40.575991993,-73.990606073
2006-09-25,,c,40.605598234,-73.754093517
2006-09-26,,c,40.829311978,-73.949376854
2006-09-27,,c,40.653578846,-73.915816919
2006-09-27,,c,40.815527057,-73.947263063
2006-09-28,,c,40.693221575,-73.932326022
2006-09-28,,c,40.633037168,-74.008540158
2006-09-29,,c,40.834335611,-73.939644856
2006-09-30,,c,40.644834518,-73.996268247
2006-09-30,,c,40.829576786,-73.852065675
2006-10-01,,c,40.857767884,-73.900939379
2006-10-01,,c,40.75977787,-73.900262101
2006-10-02,,c,40.879243531,-73.840658218
2006-10-02,,c,40.652454746,-73.92561009
2006-10-02,,c,40.704618284,-73.924210189
2006-10-03,,c,40.84707006,-73.884357852
2006-10-03,,c,40.877516734,-73.863949955
2006-10-04,,c,40.649332196,-73.927195603
2006-10-04,,c,40.854801214,-73.892152485
2006-10-04,,c,40.685999224,-73.952564913
2006-10-04,,c,40.691878869,-73.947061558
2006-10-06,,c,40.592105413,-74.069320689
2006-10-06,,c,40.664178005,-73.872715128
2006-10-06,,c,40.660481724,-73.881296857
2006-10-08,,c,40.670168236,-73.915727489
2006-10-08,,c,40.76292907,-73.807415255
2006-10-08,,c,40.654045636,-74.010013268
2006-10-09,,c,40.638984176,-74.171252305
2006-10-11,,c,40.83406831,-73.94294804
2006-10-12,,c,40.869532313,-73.85705678
2006-10-12,,c,40.823682942,-73.916891628
2006-10-14,,c,40.628145915,-73.928367934
2006-10-14,,c,40.703982028,-73.96537743
2006-10-16,,c,40.855524586,-73.893785242
2006-10-16,,c,40.668933704,-73.996483186
2006-10-16,,c,40.656045039,-73.921652413
2006-10-16,,c,40.825376043,-73.938099286
2006-10-16,,c,40.76167643,-73.996297803
2006-10-17,,c,40.795785066,-73.963578043
2006-10-17,,c,40.795785066,-73.963578043
2006-10-19,,c,40.838289935,-73.924314505
2006-10-19,,c,40.679568487,-73.941245088
2006-10-20,,c,40.819721604,-73.95520821
2006-10-20,,c,40.585760366,-73.986734394
2006-10-20,,c,40.896261199,-73.887838737
2006-10-20,,c,40.896261199,-73.887838737
2006-10-20,,c,40.681567894,-73.912850351
2006-10-23,,c,40.84770738,-73.938779711
2006-10-23,,c,40.824200272,-73.898019311
2006-10-23,,c,40.824200272,-73.898019311
2006-10-23,,c,40.824200272,-73.898019311
2006-10-25,,c,40.672432491,-73.915472281
2006-10-26,,c,40.634953615,-73.887914028
2006-10-27,,c,40.856403165,-73.930106709
2006-10-27,,c,40.672546665,-73.900370915
2006-10-28,,c,40.762976076,-73.981894378
2006-10-29,,c,40.819095837,-73.942852488
2006-10-29,,c,40.593867827,-73.968966828
2006-10-29,,c,40.659989935,-73.941143389
2006-10-30,,c,40.723822675,-73.806319666
2006-10-31,,c,40.698826681,-73.73619728
2006-11-01,,c,40.759139936,-73.990266211
2006-11-01,,c,40.737220665,-74.005183208
2006-11-01,,c,40.694715308,-73.974390448
2006-11-02,,c,40.640121693,-74.08714885
2006-11-04,,c,40.65038936,-73.834768444
2006-11-04,,c,40.643361109,-73.957766091
2006-11-05,,c,40.86209525,-73.925057462
2006-11-05,,c,40.807760378,-73.943346267
2006-11-05,,c,40.606239663,-73.942991466
2006-11-07,,c,40.83398825,-73.886603027
2006-11-08,,c,40.679897009,-73.966511203
2006-11-08,,c,40.687292745,-73.844463065
2006-11-08,,c,40.754972311,-73.946354503
2006-11-08,,c,40.845191125,-73.934936384
2006-11-09,,c,40.601367653,-74.009684865
2006-11-11,,c,40.877041796,-73.84636964
2006-11-11,,c,40.685332169,-73.980703955
2006-11-11,,c,40.829692079,-73.940653616
2006-11-12,,c,40.70446856,-73.926114694
2006-11-12,,c,40.762334776,-73.989785637
2006-11-12,,c,40.693726606,-73.820056261
2006-11-12,,c,40.882452283,-73.899318638
2006-11-13,,c,40.671664564,-73.857635859
2006-11-13,,c,40.670432254,-73.943491749
2006-11-14,,c,40.825146368,-73.951396208
2006-11-15,,c,40.645959121,-73.901722302
2006-11-15,,c,40.87329181,-73.870376743
2006-11-15,,c,40.797982057,-73.94571668
2006-11-16,,c,40.661729898,-73.914527075
2006-11-18,,c,40.850037237,-73.899139983
2006-11-18,,c,40.839560023,-73.923236082
2006-11-18,,c,40.82893365,-73.950396131
2006-11-19,,c,40.66553555,-73.928641381
2006-11-19,,c,40.810954674,-73.919353161
2006-11-19,,c,40.642490491,-73.996913377
2006-11-20,,c,40.646125798,-74.089091795
2006-11-20,,c,40.651244387,-73.958471053
2006-11-22,,c,40.85502101,-73.881199099
2006-11-22,,c,40.651939037,-73.945806672
2006-11-23,,c,40.836566051,-73.943054313
2006-11-23,,c,40.650049618,-74.003388971
2006-11-24,,c,40.69462362,-73.844153865
2006-11-24,,c,40.832828153,-73.943870584
2006-11-25,,c,40.846260031,-73.901755295
2006-11-25,,c,40.831434202,-73.818831033
2006-11-26,,c,40.84719727,-73.921340534
2006-11-27,,c,40.684533396,-73.9522739
2006-11-27,,c,40.596112462,-73.782845262
2006-11-30,,c,40.819145544,-73.822011339
2006-12-01,,c,40.845045938,-73.880418148
2006-12-01,,c,40.796213706,-73.93378879
2006-12-02,,c,40.673429889,-73.950165701
2006-12-02,,c,40.680917265,-73.938096365
2006-12-02,,c,40.664285742,-73.771881817
2006-12-02,,c,40.702810291,-73.939482614
2006-12-02,,c,40.854740305,-73.841721849
2006-12-03,,c,40.828981339,-73.897759041
2006-12-04,,c,40.787120969,-73.939814045
2006-12-04,,c,40.656654518,-73.930402478
2006-12-05,,c,40.74258113,-73.836936031
2006-12-05,,c,40.656107386,-73.928896544
2006-12-05,,c,40.685200086,-73.939934878
2006-12-05,,c,40.839273869,-73.858632449
2006-12-06,,c,40.749019446,-73.870867574
2006-12-06,,c,40.737140778,-73.990330768
2006-12-07,,c,40.863913931,-73.9234502
2006-12-09,,c,40.663893922,-73.916070634
2006-12-10,,c,40.65774823,-73.889886858
2006-12-10,,c,40.694715308,-73.974390448
2006-12-10,,c,40.694715308,-73.974390448
2006-12-10,,c,40.67834756,-73.91191358
2006-12-10,,c,40.694715308,-73.974390448
2006-12-10,,c,40.685266311,-73.952421208
2006-12-11,,c,40.686139639,-73.941567416
2006-12-11,,c,40.672143711,-73.926629961
2006-12-12,,c,40.821592616,-73.941036595
2006-12-12,,c,40.69969571,-73.981691569
2006-12-12,,c,40.870374013,-73.851971299
2006-12-13,,c,40.682103662,-73.921207168
2006-12-14,,c,40.62240649,-73.928262423
2006-12-14,,c,40.825295823,-73.904922545
2006-12-15,,c,40.587879866,-73.808575342
2006-12-15,,c,40.664975054,-73.892592767
2006-12-15,,c,40.825311774,-73.875543208
2006-12-17,,c,40.612667943,-73.912396435
2006-12-17,,c,40.678971367,-73.949649605
2006-12-18,,c,40.649394708,-73.926226134
2006-12-19,,c,40.634289306,-74.097067232
2006-12-19,,c,40.596768909,-73.759624593
2006-12-19,,c,40.848717108,-73.896131091
2006-12-21,,c,40.752394681,-73.867735384
2006-12-21,,c,40.815122288,-73.920977435
2006-12-21,,c,40.672516084,-73.925205588
2006-12-22,,c,40.692630064,-73.925633783
2006-12-23,,c,40.836998644,-73.92239339
2006-12-24,,c,40.819512176,-73.897889204
2006-12-24,,c,40.602620947,-73.914663965
2006-12-24,,c,40.709713388,-73.794554991
2006-12-24,,c,40.756010153,-73.832376854
2006-12-25,,c,40.748509937,-74.001145527
2006-12-25,,c,40.831591993,-73.859107696
2006-12-25,,c,40.861575533,-73.908493126
2006-12-26,,c,40.665089546,-73.746755154
2006-12-26,,c,40.638248087,-73.935267866
2006-12-28,,c,40.666335224,-73.951533552
2006-12-28,,c,40.865028541,-73.892761364
2006-12-28,,c,40.854431478,-73.905589403
2006-12-29,,c,40.71378306,-73.920159704
2006-12-29,,c,40.828696661,-73.898633929
2006-12-29,,c,40.77346856,-73.93461292
2006-12-30,,c,40.807263659,-73.956108823
2006-12-31,,c,40.758065822,-73.870582925
2006-12-31,,c,40.854491151,-73.886521079
2006-12-31,,c,40.872093106,-73.852683399
2006-12-31,,c,40.818546171,-73.907826103
2006-12-31,,c,40.657344075,-73.875755653
2006-12-31,,c,40.663630486,-73.955529289
2007-01-01,,c,40.665566174,-73.920905893
2007-01-03,,c,40.799099733,-73.931347939
2007-01-04,,c,40.696776458,-73.742310848
2007-01-05,,c,40.687736493,-73.945950658
2007-01-05,,c,40.681138546,-73.936181675
2007-01-05,,c,40.895943357,-73.853961629
2007-01-05,,c,40.843243755,-73.86879805
2007-01-06,,c,40.871061132,-73.892487688
2007-01-08,,c,40.643647334,-73.952688708
2007-01-09,,c,40.841904143,-73.923442998
2007-01-11,,c,40.799623779,-73.940897133
2007-01-12,,c,40.67278405,-73.866472894
